date,year,location,work,concert_composers,instrument,performers
2011-05-22,2011,"Musikverein, Vienna, Austria","Concerto for Violin and Orchestra, „Dem Andenken eines Engels“ (“To the Memory of an Angel”)",Alban Berg;Ludwig van Beethoven;,violin,Daniele Gatti;Rainer Honeck;
2011-05-27,2011,"Saarlandhalle, ","Concerto for Violin and Orchestra, „Dem Andenken eines Engels“ (“To the Memory of an Angel”)",Richard Wagner;Alban Berg;Ludwig van Beethoven;Johann Strauß II.;,violin,Daniele Gatti;Rainer Honeck;
2011-06-02,2011,"Schönbrunn Palace, Vienna, Austria","Violin-Konzert Nr. 1, D-Dur, 1. Satz, Bearbeitung: Fritz Kreisler",Franz Liszt;Niccolò Paganini;Jean Sibelius;Modest Mussorgski;Johann Strauß II.;Johann Strauß II.;,violin,Valery Gergiev;Benjamin Schmid;
2012-04-20,2012,"Musikverein, Vienna, Austria","Fantasie für Violine, op. 131",Robert Schumann;Robert Schumann;Robert Schumann;Robert Schumann;,violin,Christian Thielemann;Rainer Küchl;
2012-04-21,2012,"Musikverein, Vienna, Austria","Fantasie für Violine, op. 131",Robert Schumann;Robert Schumann;Robert Schumann;Robert Schumann;,violin,Christian Thielemann;Rainer Küchl;
2012-04-23,2012,"Théatre des Champs-Elysées, Paris, France","Fantasie für Violine, op. 131",Robert Schumann;Robert Schumann;Robert Schumann;Robert Schumann;,violin,Christian Thielemann;Rainer Küchl;
2012-04-24,2012,"Philharmonie Berlin, Berlin, Germany","Fantasie für Violine, op. 131",Robert Schumann;Robert Schumann;Robert Schumann;Robert Schumann;,violin,Christian Thielemann;Rainer Küchl;
2012-04-27,2012,"Festspielhaus, Baden-Baden, Germany","Fantasie für Violine, op. 131",Robert Schumann;Robert Schumann;Robert Schumann;Robert Schumann;,violin,Christian Thielemann;Rainer Küchl;
2012-04-30,2012,"Megaron Athen, Athens, Greece","Fantasie für Violine, op. 131",Robert Schumann;Robert Schumann;Robert Schumann;Robert Schumann;,violin,Christian Thielemann;Rainer Küchl;
2012-05-23,2012,"Musikverein, Vienna, Austria","Konzert für Violine und Orchester, op. 36",Arnold Schönberg;Niccolò Paganini;Claude Debussy;Claude Debussy;,violin,Daniel Barenboim;Michael Barenboim;
2012-05-24,2012,"Musikverein, Vienna, Austria","Konzert für Violine und Orchester, op. 36",Arnold Schönberg;Fritz Kreisler;Claude Debussy;Claude Debussy;,violin,Daniel Barenboim;Michael Barenboim;
2012-09-14,2012,"Lucerne Culture and Congress Centre, Lucerne, Switzerland","Concerto for Violin and Orchestra in D minor, op. 47",Richard Strauss;Jean Sibelius;,violin,Bernard Haitink;Vienna Philharmonic;Vilde Frang;
2013-02-13,2013,"Musikverein, Vienna, Austria","Concerto for Violin and Orchestra, „Dem Andenken eines Engels“ (“To the Memory of an Angel”)",Alban Berg;Anton Bruckner;,violin,Vienna Philharmonic;Franz Welser-Moest;Frank Peter Zimmermann;
2013-02-21,2013,"Cologne Philharmonie, Cologne, Germany","Concerto for Violin and Orchestra, „Dem Andenken eines Engels“ (“To the Memory of an Angel”)",Alban Berg;Anton Bruckner;,violin,Vienna Philharmonic;Franz Welser-Moest;Frank Peter Zimmermann;
2013-03-03,2013,"Carnegie Hall, New York, USA","Concerto for Violin and Orchestra, „Dem Andenken eines Engels“ (“To the Memory of an Angel”)",Alban Berg;Anton Bruckner;,violin,Vienna Philharmonic;Franz Welser-Moest;Frank Peter Zimmermann;
2013-05-03,2013,"Theater an der Wien, Vienna, Austria",Concerto for Violin and Orchestra,Ludwig van Beethoven;Esa-Pekka Salonen;Ludwig van Beethoven;,violin,Esa-Pekka Salonen;Vienna Philharmonic;Julia Fischer;
2013-05-03,2013,"Theater an der Wien, Vienna, Austria","Concerto for Violin and Orchestra in D Major, op. 61",Ludwig van Beethoven;Esa-Pekka Salonen;Ludwig van Beethoven;,violin,Esa-Pekka Salonen;Vienna Philharmonic;Julia Fischer;
2013-05-05,2013,"Philharmonie, Luxembourg, Luxembourg","Concerto for Violin and Orchestra in D Major, op. 61",Ludwig van Beethoven;Maurice Ravel;Peter Iljitsch Tschaikowsky;,violin,Esa-Pekka Salonen;Vienna Philharmonic;Julia Fischer;
2013-05-06,2013,"Musikverein, Vienna, Austria","Concerto for Violin and Orchestra in D Major, op. 61",Ludwig van Beethoven;Maurice Ravel;Peter Iljitsch Tschaikowsky;,violin,Esa-Pekka Salonen;Vienna Philharmonic;Julia Fischer;
2013-05-25,2013,"Vienna Konzerthaus, Vienna, Austria","Concerto for Violin and Orchestra in D minor, op. 47",Witold Lutosławski;Jean Sibelius;Per Nørgård;,violin,Vienna Philharmonic;Sakari Oramo;Hilary Hahn;
2013-05-26,2013,"Vienna Konzerthaus, Vienna, Austria","Concerto for Violin and Orchestra in D minor, op. 47",Witold Lutosławski;Jean Sibelius;Per Nørgård;,violin,Vienna Philharmonic;Sakari Oramo;Hilary Hahn;
2013-06-01,2013,"Musikverein, Vienna, Austria","Double Concerto for Clarinet and Viola in E minor, op. 88",Felix Mendelssohn-Bartholdy;Max Bruch;Nicolai Rimski-Korsakow;,viola,Tugan Sokhiev;Vienna Philharmonic;Heinrich Koll;Ernst Ottensamer;
2013-06-02,2013,"Musikverein, Vienna, Austria","Double Concerto for Clarinet and Viola in E minor, op. 88",Felix Mendelssohn-Bartholdy;Max Bruch;Nicolai Rimski-Korsakow;,viola,Tugan Sokhiev;Vienna Philharmonic;Heinrich Koll;Ernst Ottensamer;
2013-06-07,2013,"Musikverein, Vienna, Austria","Concerto for Violin and Violoncello in A Minor, op. 102",Johannes Brahms;Hector Berlioz;,violin,Vienna Philharmonic;Tugan Sokhiev;Volkhard Steude;Peter Somodari;
2013-06-09,2013,"Vienna Konzerthaus, Vienna, Austria","Concerto for Violin and Violoncello in A Minor, op. 102",Johannes Brahms;Hector Berlioz;,violin,Vienna Philharmonic;Tugan Sokhiev;Volkhard Steude;Peter Somodari;
2013-08-03,2013,"Large Festival Hall, Salzburg, Austria","Concerto for Violin No. 3 in G major, K. 216",Wolfgang Amadeus Mozart;Gustav Mahler;,violin,Zubin Mehta;Vienna Philharmonic;Pinchas Zukerman;
2013-08-04,2013,"Large Festival Hall, Salzburg, Austria","Concerto for Violin No. 3 in G major, K. 216",Wolfgang Amadeus Mozart;Gustav Mahler;,violin,Zubin Mehta;Vienna Philharmonic;Pinchas Zukerman;
2013-11-30,2013,"Musikverein, Vienna, Austria","Concerto for Violin in E minor, op. 64",Joseph Haydn;Felix Mendelssohn-Bartholdy;Johann Sebastian Bach;Richard Strauss;,violin,Vienna Philharmonic;Andris Nelsons;Volkhard Steude;
2013-12-01,2013,"Musikverein, Vienna, Austria","Concerto for Violin in E minor, op. 64",Joseph Haydn;Felix Mendelssohn-Bartholdy;Johann Sebastian Bach;Richard Strauss;,violin,Vienna Philharmonic;Andris Nelsons;Volkhard Steude;
2013-12-02,2013,"Musikverein, Vienna, Austria","Concerto for Violin in E minor, op. 64",Joseph Haydn;Felix Mendelssohn-Bartholdy;Richard Strauss;,violin,Vienna Philharmonic;Andris Nelsons;Volkhard Steude;
2014-01-10,2014,"Festspielhaus St. Pölten, St. Pölten, Austria","Concerto for Violin and Orchestra in D minor, op. 47",Jean Sibelius;Jean Sibelius;Anton Bruckner;,violin,Vienna Philharmonic;Riccardo Chailly;Leonidas Kavakos;
2014-01-11,2014,"Musikverein, Vienna, Austria","Concerto for Violin and Orchestra in D minor, op. 47",Jean Sibelius;Jean Sibelius;Anton Bruckner;,violin,Vienna Philharmonic;Riccardo Chailly;Leonidas Kavakos;
2014-01-12,2014,"Musikverein, Vienna, Austria","Concerto for Violin and Orchestra in D minor, op. 47",Jean Sibelius;Jean Sibelius;Anton Bruckner;,violin,Vienna Philharmonic;Riccardo Chailly;Leonidas Kavakos;
2014-01-13,2014,"Concertgebouw, Amsterdam, Netherlands","Concerto for Violin and Orchestra in D minor, op. 47",Jean Sibelius;Jean Sibelius;Anton Bruckner;,violin,Vienna Philharmonic;Riccardo Chailly;Leonidas Kavakos;
2014-01-14,2014,"Victoria Hall, Geneva, Switzerland","Concerto for Violin and Orchestra in D minor, op. 47",Jean Sibelius;Jean Sibelius;Anton Bruckner;,violin,Vienna Philharmonic;Riccardo Chailly;Christian Tetzlaff;
2014-01-15,2014,"Stadtcasino, Basel, Switzerland","Concerto for Violin and Orchestra in D minor, op. 47",Jean Sibelius;Jean Sibelius;Anton Bruckner;,violin,Vienna Philharmonic;Riccardo Chailly;Christian Tetzlaff;
2014-01-16,2014,"Cologne Philharmonie, Cologne, Germany","Concerto for Violin and Orchestra in D minor, op. 47",Jean Sibelius;Jean Sibelius;Anton Bruckner;Johann Sebastian Bach;,violin,Vienna Philharmonic;Riccardo Chailly;Christian Tetzlaff;
2014-01-18,2014,"Teatro alla Scala, Milan, Italy","Concerto for Violin and Orchestra in D minor, op. 47",Jean Sibelius;Jean Sibelius;Anton Bruckner;Johann Sebastian Bach;,violin,Vienna Philharmonic;Riccardo Chailly;Leonidas Kavakos;
2014-01-19,2014,"Théatre des Champs-Elysées, Paris, France","Concerto for Violin and Orchestra in D minor, op. 47",Jean Sibelius;Jean Sibelius;Anton Bruckner;,violin,Vienna Philharmonic;Riccardo Chailly;Christian Tetzlaff;
2014-01-25,2014,"Large Festival Hall, Salzburg, Austria","Concerto for Violin in D Major, op. 77",Wolfgang Amadeus Mozart;Johannes Brahms;Richard Strauss;Wolfgang Amadeus Mozart;,violin,Vienna Philharmonic;Paavo Järvi;Joshua Bell;
2014-03-16,2014,"Carnegie Hall, New York, USA","Violin Concerto in D major, op. 35",Otto Nicolai;Anton von Webern;Otto Nicolai;Hugo Wolf;Wolfgang Amadeus Mozart;Franz Schmidt;Theodor Berger;Erich Wolfgang Korngold;Fritz Kreisler;Josef Strauß;Eduard Strauß;Johann Strauß II.;Joseph Lanner;Johann Strauß I.;Franz Lehár;Josef Hellmesberger (Sohn);Johann Strauß II.;Johann Strauß II.;,violin,Vienna Philharmonic;Zubin Mehta;Diana Damrau;Gil Shaham;
2014-09-13,2014,"Lucerne Culture and Congress Centre, Lucerne, Switzerland","Concerto for Violin and Orchestra in D Major, op. 61",Ludwig van Beethoven;Antonín Dvořák;,violin,Gustavo Dudamel;Vienna Philharmonic;Sergej Katchatryan;
2015-01-28,2015,"Large Festival Hall, Salzburg, Austria","Konzert in a-Moll nach der Arpeggione-Sonate für Violoncello und Orchester, D 821","Franz Schubert;Franz Schubert, Gaspar Cassadó;Wolfgang Amadeus Mozart;Elliott Carter;",cello,Vienna Philharmonic;Andrés Orozco-Estrada;Gautier Capuçon;
2015-04-10,2015,"Musikverein, Vienna, Austria","Concerto for Violin in D Major, op. 77",Johannes Brahms;Johannes Brahms;,violin,Christoph Eschenbach;Vienna Philharmonic;Leonidas Kavakos;
2015-04-15,2015,"Théatre des Champs-Elysées, Paris, France","Concerto for Violin in D Major, op. 77",Johannes Brahms;Johannes Brahms;Johannes Brahms;,violin,Christoph Eschenbach;Vienna Philharmonic;Leonidas Kavakos;
2015-04-17,2015,"Brucknerhaus, Linz, Austria","Concerto for Violin in D Major, op. 77",Johannes Brahms;Johannes Brahms;,violin,Christoph Eschenbach;Vienna Philharmonic;Leonidas Kavakos;
2015-04-18,2015,"Old Opera, Frankfurt, Germany","Concerto for Violin in D Major, op. 77",Johannes Brahms;Johannes Brahms;,violin,Christoph Eschenbach;Vienna Philharmonic;Christian Tetzlaff;
2015-06-06,2015,"Musikverein, Vienna, Austria","Konzert für Violine in D-Dur, op. 35",Jean Sibelius;Peter Iljitsch Tschaikowsky;Carl Nielsen;,violin,Franz Welser-Moest;Vienna Philharmonic;Nikolaj Znaider;
2015-06-07,2015,"Musikverein, Vienna, Austria","Konzert für Violine in D-Dur, op. 35",Jean Sibelius;Peter Iljitsch Tschaikowsky;Carl Nielsen;,violin,Franz Welser-Moest;Vienna Philharmonic;Nikolaj Znaider;
2015-06-14,2015,"Konserthuset Stockholm, Stockholm, Sweden","Konzert für Violine in D-Dur, op. 35",Peter Iljitsch Tschaikowsky;Franz Schubert;Ludwig van Beethoven;,violin,Franz Welser-Moest;Vienna Philharmonic;Nikolaj Znaider;
2015-08-14,2015,"Large Festival Hall, Salzburg, Austria","Konzert für Violine in D-Dur, op. 35",Peter Iljitsch Tschaikowsky;Johannes Brahms;,violin,Vienna Philharmonic;Riccardo Muti;Anne-Sophie Mutter;
2015-08-15,2015,"Large Festival Hall, Salzburg, Austria","Konzert für Violine in D-Dur, op. 35",Peter Iljitsch Tschaikowsky;Johannes Brahms;,violin,Vienna Philharmonic;Riccardo Muti;Anne-Sophie Mutter;
2015-08-16,2015,"Large Festival Hall, Salzburg, Austria","Konzert für Violine in D-Dur, op. 35",Peter Iljitsch Tschaikowsky;Johannes Brahms;,violin,Vienna Philharmonic;Riccardo Muti;Anne-Sophie Mutter;
2016-01-27,2016,"Large Festival Hall, Salzburg, Austria",L'arbre des songes. Konzert für Violine,Wolfgang Amadeus Mozart;Henri Dutilleux;Felix Mendelssohn-Bartholdy;,violin,Vienna Philharmonic;Tugan Sokhiev;Renaud Capuçon;
2016-05-20,2016,"Musikverein, Vienna, Austria","Concerto for Violin in D Major, op. 77",Ludwig van Beethoven;Johannes Brahms;Robert Schumann;,violin,Christoph Eschenbach;Lisa Batiashvili;Vienna Philharmonic;
2016-05-21,2016,"Musikverein, Vienna, Austria","Concerto for Violin in D Major, op. 77",Ludwig van Beethoven;Johannes Brahms;Robert Schumann;,violin,Christoph Eschenbach;Lisa Batiashvili;Vienna Philharmonic;
2016-05-22,2016,"Musikverein, Vienna, Austria","Concerto for Violin in D Major, op. 77",Ludwig van Beethoven;Johannes Brahms;Robert Schumann;,violin,Christoph Eschenbach;Lisa Batiashvili;Vienna Philharmonic;
2016-06-18,2016,"Musikverein, Vienna, Austria","Konzert für Violine Nr. 4 in d-Moll, op. 31",Zoltán Kodály;Henri Vieuxtemps;Sergej Rachmaninow;,violin,Vienna Philharmonic;Andrés Orozco-Estrada;Hilary Hahn;
2016-06-19,2016,"Musikverein, Vienna, Austria","Konzert für Violine Nr. 4 in d-Moll, op. 31",Zoltán Kodály;Henri Vieuxtemps;Sergej Rachmaninow;,violin,Vienna Philharmonic;Andrés Orozco-Estrada;Hilary Hahn;
2016-06-22,2016,"Vienna Konzerthaus, Vienna, Austria","Konzert für Violine Nr. 4 in d-Moll, op. 31",Zoltán Kodály;Henri Vieuxtemps;Sergej Rachmaninow;,violin,Vienna Philharmonic;Andrés Orozco-Estrada;Hilary Hahn;
2017-02-04,2017,"Large Festival Hall, Salzburg, Austria","Konzert für Violoncello in D-Dur, Hob. VIIb:2",Joseph Haydn;Joseph Haydn;Wolfgang Amadeus Mozart;,cello,Adam Fischer;Vienna Philharmonic;Steven Isserlis;
2017-03-18,2017,"Musikverein, Vienna, Austria","Konzert für Violoncello in h-Moll, op. 104",Antonín Dvořák;Ludwig van Beethoven;,cello,Andris Nelsons;Vienna Philharmonic;Tamás Varga;
2017-03-19,2017,"Musikverein, Vienna, Austria","Konzert für Violoncello in h-Moll, op. 104",Antonín Dvořák;Ludwig van Beethoven;,cello,passwort:klassik Musikvermittlung der Wiener Philharmoniker;
2017-03-19,2017,"Musikverein, Vienna, Austria","Konzert für Violoncello in h-Moll, op. 104",Antonín Dvořák;Ludwig van Beethoven;,cello,Andris Nelsons;Vienna Philharmonic;Tamás Varga;
2017-03-21,2017,"Musikverein, Vienna, Austria","Konzert für Violoncello in h-Moll, op. 104",Antonín Dvořák;Ludwig van Beethoven;,cello,Andris Nelsons;Vienna Philharmonic;Tamás Varga;
2017-03-22,2017,"Théatre des Champs-Elysées, Paris, France","Konzert für Violoncello in h-Moll, op. 104",Antonín Dvořák;Ludwig van Beethoven;,cello,Andris Nelsons;Vienna Philharmonic;Tamás Varga;
2017-03-23,2017,"Musikverein, Vienna, Austria","Konzert für Violoncello in h-Moll, op. 104",Antonín Dvořák;Ludwig van Beethoven;,cello,Andris Nelsons;Vienna Philharmonic;Tamás Varga;
2017-03-25,2017,"Old Opera, Frankfurt, Germany","Konzert für Violoncello in h-Moll, op. 104",Antonín Dvořák;Ludwig van Beethoven;,cello,Andris Nelsons;Vienna Philharmonic;Tamás Varga;
2017-03-26,2017,"Concert Hall Dortmund, Dortmund, Germany","Konzert für Violoncello in h-Moll, op. 104",Antonín Dvořák;Ludwig van Beethoven;,cello,Andris Nelsons;Vienna Philharmonic;Tamás Varga;
2017-04-08,2017,"Musikverein, Vienna, Austria","Konzert für Violine Nr. 2 in H-Dur, BB 117",Franz Schubert;Béla Bartók;Wolfgang Amadeus Mozart;,violin,Adam Fischer;Vienna Philharmonic;Ziyu He;
2017-04-09,2017,"Musikverein, Vienna, Austria","Konzert für Violine Nr. 2 in H-Dur, BB 117",Franz Schubert;Béla Bartók;Wolfgang Amadeus Mozart;,violin,Adam Fischer;Vienna Philharmonic;Ziyu He;
2017-11-11,2017,"Musikverein, Vienna, Austria","Konzert für Violoncello Nr.1 in Es-Dur, op. 107",Dmitri Schostakowitsch;Richard Strauss;,cello,Semyon Bychkov;Vienna Philharmonic;Gautier Capuçon;
2017-11-12,2017,"Musikverein, Vienna, Austria","Konzert für Violoncello Nr.1 in Es-Dur, op. 107",Dmitri Schostakowitsch;Richard Strauss;,cello,Semyon Bychkov;Vienna Philharmonic;Gautier Capuçon;
2018-01-27,2018,"Large Festival Hall, Salzburg, Austria","Concerto for Violin in B minor, op. 61",Edward Elgar;Wolfgang Amadeus Mozart;,violin,Vienna Philharmonic;Robin Ticciati;Renaud Capuçon;
2018-04-14,2018,"Vienna Konzerthaus, Vienna, Austria","Concerto for Violoncello in E minor, op. 85",Jean Sibelius;Rued Langgaard;Edward Elgar;,cello,Sakari Oramo;Vienna Philharmonic;Sol Gabetta;
2018-04-15,2018,"Vienna Konzerthaus, Vienna, Austria","Concerto for Violoncello in E minor, op. 85",Jean Sibelius;Rued Langgaard;Edward Elgar;,cello,Sakari Oramo;Vienna Philharmonic;Sol Gabetta;
2018-09-07,2018,"Lucerne Culture and Congress Centre, Lucerne, Switzerland","Konzert für Violoncello in C-Dur, Hob. VIIb:1",Joseph Haydn;Anton Bruckner;,cello,Vienna Philharmonic;Franz Welser-Moest;Sol Gabetta;
2018-09-08,2018,"Lucerne Culture and Congress Centre, Lucerne, Switzerland","Konzert für Violoncello in h-Moll, op. 104",Antonín Dvořák;Johannes Brahms;,cello,Vienna Philharmonic;Franz Welser-Moest;Kian Soltani;
2018-11-08,2018,"Musikverein, Vienna, Austria","Concerto for Violin and Violoncello in A Minor, op. 102",Antonín Dvořák;Johannes Brahms;Richard Wagner;Richard Wagner;Richard Wagner;Richard Wagner;,violin,Franz Welser-Moest;Vienna Philharmonic;Volkhard Steude;Peter Somodari;
2018-11-15,2018,"Muza Kawaski Symphony Hall, Kawasaki, Japan","Concerto for Violin and Violoncello in A Minor, op. 102",Antonín Dvořák;Johannes Brahms;Richard Wagner;Richard Wagner;Richard Wagner;Richard Wagner;,violin,Franz Welser-Moest;Vienna Philharmonic;Volkhard Steude;Peter Somodari;
2018-11-24,2018,"Suntory Hall, Tokyo, Japan","Concerto for Violin and Violoncello in A Minor, op. 102",Antonín Dvořák;Johannes Brahms;Richard Wagner;Richard Wagner;Richard Wagner;Richard Wagner;,violin,Franz Welser-Moest;Vienna Philharmonic;Volkhard Steude;Peter Somodari;
2018-11-27,2018,"Tianjin Grand Theatre, Tianjin, China","Concerto for Violin and Violoncello in A Minor, op. 102",Antonín Dvořák;Johannes Brahms;Richard Wagner;Richard Wagner;Richard Wagner;Richard Wagner;Richard Wagner;,violin,Franz Welser-Moest;Vienna Philharmonic;Volkhard Steude;Peter Somodari;
2018-12-02,2018,"Shanghai Oriental Art Center, Shanghai, China","Concerto for Violin and Violoncello in A Minor, op. 102",Antonín Dvořák;Johannes Brahms;Richard Wagner;Richard Wagner;Richard Wagner;Richard Wagner;,violin,Franz Welser-Moest;Vienna Philharmonic;Volkhard Steude;Peter Somodari;
2018-12-21,2018,"Concert Hall Berlin, ","Concerto for Violin and Violoncello in A Minor, op. 102",Johannes Brahms;Johannes Brahms;,violin,Franz Welser-Moest;Vienna Philharmonic;Volkhard Steude;Peter Somodari;
2019-01-26,2019,"Haus für Mozart, Salzburg, Austria","Konzert für Violine [Nr. 5] in A-Dur, KV 219",Wolfgang Amadeus Mozart;Wolfgang Amadeus Mozart;Wolfgang Amadeus Mozart;,violin,Vienna Philharmonic;Janine Jansen;Adam Fischer;
2019-02-23,2019,"Musikverein, Vienna, Austria","Konzert für Violine [Nr. 5] in A-Dur, KV 219",Joseph Haydn;Wolfgang Amadeus Mozart;Wolfgang Amadeus Mozart;,violin,Adam Fischer;Vienna Philharmonic;Leonidas Kavakos;
2019-02-24,2019,"Musikverein, Vienna, Austria","Konzert für Violine [Nr. 5] in A-Dur, KV 219",Joseph Haydn;Wolfgang Amadeus Mozart;Wolfgang Amadeus Mozart;,violin,Adam Fischer;Vienna Philharmonic;Leonidas Kavakos;
2019-02-26,2019,"Concertgebouw, Amsterdam, Netherlands","Konzert für Violine [Nr. 5] in A-Dur, KV 219",Joseph Haydn;Wolfgang Amadeus Mozart;Wolfgang Amadeus Mozart;,violin,Adam Fischer;Vienna Philharmonic;Leonidas Kavakos;
2019-03-03,2019,"Carnegie Hall, New York, USA","Konzert für Violine [Nr. 5] in A-Dur, KV 219",Joseph Haydn;Wolfgang Amadeus Mozart;Wolfgang Amadeus Mozart;,violin,Adam Fischer;Vienna Philharmonic;Leonidas Kavakos;
2019-04-06,2019,"Musikverein, Vienna, Austria","Concerto for Violin, Violoncello, and Piano in C Major, Op. 56, (""Triple Concerto"")",Ludwig van Beethoven;Ludwig van Beethoven;Ludwig van Beethoven;,violin,Andris Nelsons;Vienna Philharmonic;Tamás Varga;Albena Danailova;Rudolf Buchbinder;
2019-04-07,2019,"Musikverein, Vienna, Austria","Concerto for Violin, Violoncello, and Piano in C Major, Op. 56, (""Triple Concerto"")",Ludwig van Beethoven;Ludwig van Beethoven;Ludwig van Beethoven;,violin,Andris Nelsons;Vienna Philharmonic;Tamás Varga;Albena Danailova;Rudolf Buchbinder;
2019-04-08,2019,"Elbphilharmonie, Hamburg, Germany","Concerto for Violin, Violoncello, and Piano in C Major, Op. 56, (""Triple Concerto"")",Ludwig van Beethoven;Ludwig van Beethoven;,violin,Andris Nelsons;Vienna Philharmonic;Tamás Varga;Albena Danailova;Rudolf Buchbinder;
2019-04-09,2019,"Hannover Congress Centrum, Hannover, Germany","Concerto for Violin, Violoncello, and Piano in C Major, Op. 56, (""Triple Concerto"")",Ludwig van Beethoven;Ludwig van Beethoven;,violin,Andris Nelsons;Vienna Philharmonic;Tamás Varga;Albena Danailova;Rudolf Buchbinder;
2019-09-04,2019,"Royal Albert Hall, London, England","Violin Concerto in D major, op. 35",Antonín Dvořák;Erich Wolfgang Korngold;Antonín Dvořák;,violin,Andrés Orozco-Estrada;Vienna Philharmonic;Leonidas Kavakos;
2019-09-05,2019,"Lucerne Culture and Congress Centre, Lucerne, Switzerland","Violin Concerto in D major, op. 35",Antonín Dvořák;Erich Wolfgang Korngold;Antonín Dvořák;,violin,Andrés Orozco-Estrada;Vienna Philharmonic;Leonidas Kavakos;
2019-09-08,2019,"Spielstätten Grafenegg, Grafenegg, Austria","Violin Concerto in D major, op. 35",Antonín Dvořák;Erich Wolfgang Korngold;Antonín Dvořák;,violin,Andrés Orozco-Estrada;Vienna Philharmonic;Leonidas Kavakos;
2019-11-23,2019,"Musikverein, Vienna, Austria","Concerto for Violin and Orchestra, „Dem Andenken eines Engels“ (“To the Memory of an Angel”)",György Ligeti;Richard Wagner;Alban Berg;Johannes Brahms;,violin,Christoph von Dohnányi;Vienna Philharmonic;Rainer Honeck;
2019-11-24,2019,"Musikverein, Vienna, Austria","Concerto for Violin and Orchestra, „Dem Andenken eines Engels“ (“To the Memory of an Angel”)",György Ligeti;Alban Berg;,violin,passwort:klassik Musikvermittlung der Wiener Philharmoniker;
2019-11-24,2019,"Musikverein, Vienna, Austria","Concerto for Violin and Orchestra, „Dem Andenken eines Engels“ (“To the Memory of an Angel”)",György Ligeti;Richard Wagner;Alban Berg;Johannes Brahms;,violin,Christoph von Dohnányi;Vienna Philharmonic;Rainer Honeck;
2020-01-05,2020,"Musikverein, Vienna, Austria","Konzert für Violine in E-Dur, BWV 1042, Adagio",Ludwig van Beethoven;Joseph Haydn;Johann Sebastian Bach;Wolfgang Amadeus Mozart;Franz Schubert;Ludwig van Beethoven;,violin,Semyon Bychkov;Vienna Philharmonic;Anne-Sophie Mutter;Piotr Beczala;Singverein der Gesellschaft der Musikfreunde in Wien;
2020-01-06,2020,"Musikverein, Vienna, Austria","Konzert für Violine in E-Dur, BWV 1042, Adagio",Ludwig van Beethoven;Joseph Haydn;Johann Sebastian Bach;Wolfgang Amadeus Mozart;Franz Schubert;Ludwig van Beethoven;,violin,Semyon Bychkov;Vienna Philharmonic;Anne-Sophie Mutter;Piotr Beczala;Singverein der Gesellschaft der Musikfreunde in Wien;
2020-02-20,2020,"Musikverein, Vienna, Austria","Konzert für Violine in d-Moll, WoO. 1",Robert Schumann;Gustav Mahler;,violin,Christoph Eschenbach;Vienna Philharmonic;Midori;
2020-04-17,2020,"Musikverein, Vienna, Austria","Concerto for Violin in B minor, op. 61",Edward Elgar;Antonín Dvořák;,violin,Zubin Mehta;Vienna Philharmonic;Pinchas Zukerman;
2020-04-18,2020,"Musikverein, Vienna, Austria","Concerto for Violin in B minor, op. 61",Edward Elgar;Antonín Dvořák;,violin,Zubin Mehta;Vienna Philharmonic;Pinchas Zukerman;
2020-04-19,2020,"Musikverein, Vienna, Austria","Concerto for Violin in B minor, op. 61",Edward Elgar;Antonín Dvořák;,violin,Zubin Mehta;Vienna Philharmonic;Pinchas Zukerman;
2020-04-21,2020,"Old Opera, Frankfurt, Germany","Concerto for Violin in B minor, op. 61",Edward Elgar;Antonín Dvořák;,violin,Zubin Mehta;Vienna Philharmonic;Pinchas Zukerman;
2020-04-22,2020,"Cologne Philharmonie, Cologne, Germany","Concerto for Violin in B minor, op. 61",Edward Elgar;Antonín Dvořák;,violin,Zubin Mehta;Vienna Philharmonic;Pinchas Zukerman;
2020-04-23,2020,"Philharmonie, Luxembourg, Luxembourg","Concerto for Violin in B minor, op. 61",Edward Elgar;Antonín Dvořák;,violin,Zubin Mehta;Vienna Philharmonic;Pinchas Zukerman;
2020-04-25,2020,"Palau De La Música Catalana, ","Concerto for Violin in D Major, op. 77",Johannes Brahms;Antonín Dvořák;,violin,Zubin Mehta;Vienna Philharmonic;Janine Jansen;
2020-04-26,2020,"Palau De La Música Catalana, ","Concerto for Violin in D Major, op. 77",Johannes Brahms;Antonín Dvořák;,violin,Zubin Mehta;Vienna Philharmonic;Janine Jansen;
2020-04-27,2020,"The National Music Auditorium, Madrid, Spain","Concerto for Violin in D Major, op. 77",Johannes Brahms;Antonín Dvořák;,violin,Zubin Mehta;Vienna Philharmonic;Janine Jansen;
2020-04-29,2020,"Victoria Hall, Geneva, Switzerland","Concerto for Violin in D Major, op. 77",Johannes Brahms;Antonín Dvořák;,violin,Zubin Mehta;Vienna Philharmonic;Janine Jansen;
2020-10-17,2020,"Vienna State Opera, Vienna, Austria","Konzert d-Moll für zwei Violinen, Violoncello, Streicher und Basso continuo RV 565 : l'estro armonico",Antonio Vivaldi;Gioachino Rossini;Antonio Vivaldi;;Antonio Vivaldi;Ottorino Respighi;Antonio Vivaldi;,cello,Maxim Brilinsky;Johannes Dickbauer;Maria Ehmer;Katharina Engelbrecht;Lily Francis;Petra Kovačič;Luka Ljubas;Thomas Hajek;Michael Strasser;Sebastian Bru;David Pennetzdorfer;Iztok Hrastnik;
